Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Traffic_per_Area,AvgSpeed_per_Area,Traffic_per_Weather,Traffic_per_Month,Traffic_per_Day,WeekOfYear,Quarter,Traffic_per_Capacity,Congestion_Impact,Incident_Rate,Pedestrian_Ratio,PublicTransport_Effect,Parking_Load,Env_Impact_per_Traffic,Traffic_std_per_Area,Traffic_cv_per_Area
37584,45.889505969673664,1.5,100.0,100.0,2,125.168,15.97432254956376,62.06726884674431,76.5677315784074,101,52985940,37.53518869277331,29183.31803962461,28830.116121758736,29105.27751572327,52,1,375.84,37584.0,5.321413367390379e-05,0.0026873137505321414,2352.7758302981288,0.002037242751660478,0.003330353341847595,11896.453957688826,0.00022452095702536987
16676,53.52433334796224,1.1755885682822544,47.15579429351197,78.63350743415457,2,83.352,38.62670610899889,66.93177280283383,57.8218521335543,92,28857360,39.789691994777506,29183.31803962461,28830.116121758736,29105.27751572327,52,1,212.07244270470832,7863.700256386055,0.00011993283761093787,0.005516910530103142,431.72203068371346,0.003467369401148615,0.004998320940273447,8597.54520303272,0.0002979324928902963
37509,51.5135098647949,1.5,100.0,100.0,1,125.018,63.04922773250584,60.57573954519023,55.80363202534581,76,28857360,39.789691994777506,29053.46064814815,28830.116121758736,29105.27751572327,52,1,375.09,37509.0,2.6660268202298114e-05,0.002026180383374657,594.9160893633239,0.0014877397964580717,0.0033330134101149057,8597.54520303272,0.0002979324928902963
6758,34.756123586657104,1.069280747964006,21.203699651426128,32.77504734397373,1,63.516,13.171280684043117,74.98450458505884,81.29299578571182,200,25206571,40.14985524240038,29558.70374848851,28830.116121758736,29105.27751572327,52,1,206.1934473831531,1432.9460224433776,0.0001479727730097662,0.02959455460195324,513.0860211784305,0.012029150012683017,0.00939863865048831,9711.263364053892,0.0003852671338776659
30209,31.1468640313824,1.5,100.0,100.0,2,110.418,48.193175252115445,97.658592351061,69.30513189003871,90,25206571,40.14985524240038,29166.666789531882,28830.116121758736,29105.27751572327,52,1,302.09,30209.0,6.620543546625178e-05,0.00297924459598133,626.8314930893451,0.002294188218413013,0.0036551358866562947,9711.263364053892,0.0003852671338776659
20375,40.06999065341167,1.3379501243877818,58.38210538138319,100.0,0,90.75,18.271537933515937,87.86948661456603,81.4471423389942,113,13895755,43.447576407426816,29053.46064814815,28830.116121758736,29105.27751572327,52,1,203.75,11895.353971456825,0.0,0.00554601226993865,1115.122332566523,0.00399740575896904,0.0044539877300613494,7085.2678637526205,0.0005098872183449276
15636,32.794298957181454,1.3105651842967987,48.93607080506035,82.48757325603566,1,81.27199999999999,62.56097474540481,90.1817149633873,55.15619344179663,115,13895755,43.447576407426816,29053.46064814815,28830.116121758736,29105.27751572327,52,1,189.5558249903528,7651.644031079237,6.395497569710924e-05,0.007354822205167562,249.93216719578822,0.0035275130111151595,0.005197748784855461,7085.2678637526205,0.0005098872183449276
23457,38.86905317091622,1.380024786820322,87.20214293875112,100.0,2,96.914,33.006518175894115,86.90073824308153,87.618726471884,109,55529148,38.64434142589853,29166.666789531882,28830.116121758736,29510.237654320987,1,1,234.57,20455.00666914285,8.526239502067613e-05,0.004646800528626849,710.6778083951768,0.0037352912338271733,0.004131559875516904,11269.607702679385,0.00020294940780793872
38925,33.52942618497861,1.5,100.0,100.0,1,127.85,53.27526443213827,64.04490704491161,54.20534030574987,106,55529148,38.64434142589853,29053.46064814815,28830.116121758736,29510.237654320987,1,1,389.25,38925.0,2.5690430314707772e-05,0.0027231856133590237,730.6392641106914,0.0013925585178098875,0.0032845215157353883,11269.607702679385,0.00020294940780793872
9154,40.2261826942468,1.3788994309535434,40.23335460979075,48.30378185258941,0,68.30799999999999,15.845050168906813,91.08587663709748,77.92021248679025,197,20060010,42.14086635244192,29166.666789531882,28830.116121758736,29510.237654320987,1,1,189.50897111815445,3682.961280980245,0.0,0.02152064671181997,577.7198495693723,0.008512149059076933,0.007462093074065981,7826.446573022493,0.0003901516785396664
24968,36.72769056447677,1.2984179517061691,84.89404196860987,100.0,1,99.936,70.80193897326222,68.9438335407781,98.16112697203056,82,20060010,42.14086635244192,30163.217289719625,28830.116121758736,29510.237654320987,1,1,249.68,21196.34439872251,4.005126561999359e-05,0.0032842037808394745,352.6457094547787,0.0039314773699147135,0.00400256328099968,7826.446573022493,0.0003901516785396664
51459,27.326524371119504,1.5,100.0,100.0,0,152.918,29.667423271456123,98.01645936306237,94.51318919454582,99,55695194,36.06262878769047,29166.666789531882,28830.116121758736,29510.237654320987,1,1,514.59,51459.0,0.0,0.0019238617151518685,1734.5287970967865,0.0018366697602857775,0.0029716473308847823,14130.779260460964,0.0002537163127658908
28481,36.50393786476208,1.5,100.0,100.0,2,106.962,66.96565137948642,87.38924690215518,58.130846967244565,116,55695194,36.06262878769047,29053.46064814815,28830.116121758736,29510.237654320987,1,1,284.81,28481.0,7.022225343211264e-05,0.004072890699062533,425.30759297182885,0.002041039533978602,0.003755556335802816,14130.779260460964,0.0002537163127658908
10179,40.30824347895295,1.3949104517259778,26.938337822070565,51.83630715352135,0,70.358,77.89400784702222,93.68475692542836,91.91643523555688,199,28857360,39.789691994777506,29166.666789531882,28830.116121758736,29510.237654320987,1,1,196.36815504340026,2742.0534069085625,0.0,0.019550054032812653,130.67757432626607,0.009030006408837497,0.006912073877591119,8597.54520303272,0.0002979324928902963
46199,41.228499323474985,1.5,100.0,100.0,2,142.398,57.01904790840997,84.72512961831583,67.90813590164203,86,55529148,38.64434142589853,29166.666789531882,28830.116121758736,28911.2551566081,1,1,461.99,46199.0,4.3290980324249445e-05,0.001861512153942726,810.2380115888592,0.0014699048875872211,0.0030822745081062358,11269.607702679385,0.00020294940780793872
56242,52.55340842443204,1.5,100.0,100.0,0,162.48399999999998,12.014787341933728,90.20549022694476,81.01547756767323,106,55529148,38.64434142589853,29166.666789531882,28830.116121758736,28911.2551566081,1,1,562.42,56242.0,0.0,0.0018847124924433697,4681.064957654764,0.0014404800250288614,0.0028890153266242307,11269.607702679385,0.00020294940780793872
20450,24.607678222398995,1.3616634777974994,65.13177600713266,100.0,1,90.9,53.54606901595115,94.4945483498698,97.47603118288212,100,20060010,42.14086635244192,29166.666789531882,28830.116121758736,28911.2551566081,1,1,204.5,13319.44819345863,4.8899755501222496e-05,0.004889975550122249,381.9141232180467,0.004766554092072476,0.004444987775061125,7826.446573022493,0.0003901516785396664
13391,51.69672548830039,1.0303453312434656,37.21426110487965,63.23545838957772,0,76.782,19.71790208545871,85.63498979212858,59.09400421995724,194,20060010,42.14086635244192,29166.666789531882,28830.116121758736,28911.2551566081,1,1,211.76410104440808,4983.361704554433,0.0,0.014487342244791278,679.1290443558603,0.004412964246132271,0.00573385109401837,7826.446573022493,0.0003901516785396664
28369,29.409745067661436,1.5,86.33738400847444,100.0,1,106.738,35.498890273365284,80.13669083419427,84.51974143146826,104,55695194,36.06262878769047,29053.46064814815,28830.116121758736,28911.2551566081,1,1,283.69,24493.052469364116,3.5249744439352814e-05,0.003665973421692693,799.1517419710773,0.002979299285539436,0.0037624872219676406,14130.779260460964,0.0002537163127658908
31228,42.57507710047305,1.5,97.78375372046088,100.0,2,112.456,35.82395476988407,78.50138864532592,87.37354690668784,73,55695194,36.06262878769047,29183.31803962461,28830.116121758736,28911.2551566081,1,1,312.28,30535.910611825522,6.40450877417702e-05,0.0023376457025746124,871.7072193897552,0.0027979232389742487,0.0036011271935442552,14130.779260460964,0.0002537163127658908
34180,37.03463635867223,1.5,100.0,100.0,0,118.36,32.54554159082248,68.45792027986178,66.37486760889573,103,52985940,37.53518869277331,29183.31803962461,28830.116121758736,28911.2551566081,1,1,341.8,34180.0,0.0,0.003013458162668227,1050.2206547897308,0.0019419212290490266,0.003462843768285547,11896.453957688826,0.00022452095702536987
43569,40.38910043684659,1.5,100.0,100.0,1,137.138,55.214206893212086,82.83113218675648,67.80483629489231,92,52985940,37.53518869277331,29166.666789531882,28830.116121758736,28911.2551566081,1,1,435.69,43569.0,2.2952098969450758e-05,0.0021115931051894697,789.0903890780378,0.0015562633132477752,0.003147604948472538,11896.453957688826,0.00022452095702536987
16342,39.54830800668156,1.35870616985057,46.07800824656617,81.95511389570255,0,82.684,78.76650318360245,64.4815560867221,69.89277995228709,110,28857360,39.789691994777506,29166.666789531882,28830.116121758736,28911.2551566081,1,1,199.40183379889024,7530.068107653844,0.0,0.00673112226165708,207.47398119105617,0.0042768804278721755,0.005059601028025946,8597.54520303272,0.0002979324928902963
19306,34.979532763712655,1.170174575446567,64.50554090702242,93.9540973241508,0,88.612,52.74340297091428,71.54522212961024,79.06191107113061,88,13895755,43.447576407426816,29166.666789531882,28830.116121758736,28911.2551566081,1,1,205.48332164155033,12453.439727509749,0.0,0.004558168445042992,366.036298618169,0.004095198957377531,0.004589868434683518,7085.2678637526205,0.0005098872183449276
16012,39.23108130476851,1.1018562619055057,57.00338777781191,82.66227859889686,0,82.024,43.01033319851109,76.47363656589074,67.44341332714977,118,13895755,43.447576407426816,30163.217289719625,28830.116121758736,28911.2551566081,1,1,193.70383047018598,9127.382450983243,0.0,0.007369472895328503,372.282630922615,0.00421205429222769,0.005122658006495129,7085.2678637526205,0.0005098872183449276
49952,50.80134095075202,1.5,100.0,100.0,2,149.904,21.498605855169508,92.58298880925528,83.25986103481,101,55529148,38.64434142589853,29053.46064814815,28830.116121758736,29697.560821484993,1,1,499.52,49952.0,4.0038436899423444e-05,0.002021941063420884,2323.4995020846272,0.0016667973461485027,0.003000960922485586,11269.607702679385,0.00020294940780793872
33970,20.0,1.5,100.0,100.0,1,117.94,72.9702201292198,75.35564885492846,77.17764305569943,116,55529148,38.64434142589853,29166.666789531882,28830.116121758736,29697.560821484993,1,1,339.7,33970.0,2.943773918163085e-05,0.0034147777450691786,465.5323766304117,0.0022719353269266833,0.0034718869590815425,11269.607702679385,0.00020294940780793872
17018,57.473270552317246,1.2133844367905289,64.60451832768582,87.97597211224532,0,84.036,31.820544745688377,69.93956559257863,87.19731462863385,108,20060010,42.14086635244192,29166.666789531882,28830.116121758736,29697.560821484993,1,1,193.43918107875362,10994.396929005574,0.0,0.006346221647667176,534.8117116161535,0.00512382857143224,0.004938065577623693,7826.446573022493,0.0003901516785396664
58920,25.21236284217693,1.5,100.0,100.0,2,167.84,54.88033430197081,87.75793777868401,77.13622216737981,92,55695194,36.06262878769047,29166.666789531882,28830.116121758736,29697.560821484993,1,1,589.2,58920.0,3.394433129667346e-05,0.0015614392396469789,1073.6086204541236,0.0013091687401116736,0.0028486082824168363,14130.779260460964,0.0002537163127658908
46963,34.44415329089545,1.5,100.0,100.0,2,143.926,71.0486736260906,97.28473129934449,78.25665917946044,106,55695194,36.06262878769047,29166.666789531882,28830.116121758736,29697.560821484993,1,1,469.63,46963.0,4.2586717202904415e-05,0.002257096011753934,660.9975612937294,0.0016663471068598778,0.00306466793007261,14130.779260460964,0.0002537163127658908
18111,55.94191518470949,1.2365101742979716,58.35005407740261,86.10261638822031,0,86.22200000000001,66.19974140186079,60.18528092018411,66.6749585845572,97,28857360,39.789691994777506,29053.46064814815,28830.116121758736,29697.560821484993,1,1,210.34204022722082,10567.778293958387,0.0,0.005355861078902325,273.5811291173854,0.003681462016705715,0.004760753133454807,8597.54520303272,0.0002979324928902963
22491,42.39264835108181,1.180975806453077,67.787140407596,100.0,0,94.982,39.32478146531835,96.593836042724,68.11969495583165,102,28857360,39.789691994777506,29166.666789531882,28830.116121758736,29697.560821484993,1,1,224.91,15246.005749072418,0.0,0.0045351473922902496,571.9294338567515,0.0030287534994367367,0.0042231114668089455,8597.54520303272,0.0002979324928902963
38924,23.934740912583298,1.5,100.0,100.0,2,127.848,62.49723292794245,68.39622372382343,94.90271447203568,90,25206571,40.14985524240038,29166.666789531882,28830.116121758736,29697.560821484993,1,1,389.24,38924.0,5.13821806597472e-05,0.002312198129688624,622.8115738320491,0.002438154210051271,0.00328455451649368,9711.263364053892,0.0003852671338776659
25165,20.0,1.5,82.6985882720979,100.0,1,100.33,22.73496913466898,94.47142484054068,97.30577310668164,96,13895755,43.447576407426816,29558.70374848851,28830.116121758736,29697.560821484993,1,1,251.65,20811.099738673434,3.973773097556129e-05,0.0038148221736538845,1106.885162277411,0.0038667106340823224,0.003986886548778065,7085.2678637526205,0.0005098872183449276
15871,57.71555094994159,1.0108383970013934,47.34277657199232,76.66574796588071,1,81.742,17.28760073892017,91.99664341492758,58.92723310271669,104,13895755,43.447576407426816,29166.666789531882,28830.116121758736,29697.560821484993,1,1,207.01552415640975,7513.7720697409,6.300800201625606e-05,0.006552832209690631,918.0568338941952,0.0037128872221483646,0.005150400100812804,7085.2678637526205,0.0005098872183449276
46556,46.59329803364248,1.5,100.0,100.0,2,143.112,15.985597159812766,68.31545020584109,51.32661019369099,89,55529148,38.64434142589853,29166.666789531882,28830.116121758736,29530.3576,1,1,465.56,46556.0,4.2959017097688804e-05,0.0019116762608471518,2912.371651466369,0.00110247036243859,0.00307397542744222,11269.607702679385,0.00020294940780793872
22591,30.915387036364404,1.236117977005923,70.66460614979086,100.0,2,95.182,30.612603167934235,97.93813227848626,88.18028970798804,100,55529148,38.64434142589853,29183.31803962461,28830.116121758736,29530.3576,1,1,225.91,15963.841175299252,8.853083086184763e-05,0.004426541543092382,737.9640299150835,0.0039033371567433065,0.004213270771546191,11269.607702679385,0.00020294940780793872
20310,51.72257284413772,1.103155074173281,60.48712148145648,100.0,1,90.62,22.01755000938125,70.89229306077476,50.919533827373336,117,20060010,42.14086635244192,29166.666789531882,28830.116121758736,29530.3576,1,1,203.1,12284.93437288381,4.9236829148202856e-05,0.005760709010339734,922.4459574905611,0.002507116387364517,0.004461841457410143,7826.446573022493,0.0003901516785396664
61024,44.82690983945514,1.5,100.0,100.0,2,172.048,36.81969697746482,80.75670821131351,52.34829833875276,89,55695194,36.06262878769047,29166.666789531882,28830.116121758736,29530.3576,1,1,610.24,61024.0,3.277399056109072e-05,0.001458442579968537,1657.373770277067,0.0008578313178217219,0.002819349764027268,14130.779260460964,0.0002537163127658908
28153,21.483153943836665,1.5,98.22425143701824,100.0,4,106.306,25.045826501352973,61.24732540245139,63.11320221499125,103,55695194,36.06262878769047,29166.666789531882,28830.116121758736,29530.3576,1,1,281.53,27653.073507063746,0.0001420807729194047,0.0036585799026746706,1124.0595313745855,0.00224179313803116,0.0037760096614925585,14130.779260460964,0.0002537163127658908
12965,62.7080063563551,1.2753609585710943,41.91321343874159,62.28902033239107,2,75.93,29.050159606097388,83.60922667476348,68.04869484700134,198,52985940,37.53518869277331,29166.666789531882,28830.116121758736,29530.3576,1,1,208.14262177852936,5434.048122332847,0.00015426147319706903,0.015271885846509833,446.29703161006915,0.005248645958118113,0.005856536829926726,11896.453957688826,0.00022452095702536987
57145,45.62209850913712,1.5,100.0,100.0,1,164.29000000000002,79.13676055976529,97.76237358746454,51.9713405684253,89,52985940,37.53518869277331,29053.46064814815,28830.116121758736,29530.3576,1,1,571.45,57145.0,1.7499343774608453e-05,0.0015574415959401522,722.104362066264,0.000909464355034129,0.0028749671887304228,11896.453957688826,0.00022452095702536987
40516,34.19584226291008,1.5,100.0,100.0,1,131.03199999999998,51.73889149374372,69.20035349150812,56.02834428886394,82,28857360,39.789691994777506,29166.666789531882,28830.116121758736,29530.3576,1,1,405.16,40516.0,2.468160726626518e-05,0.0020238917958337447,783.085969379518,0.0013828695895168315,0.0032340803633132587,8597.54520303272,0.0002979324928902963
22893,46.965547765115744,1.127501001172828,78.82782752874019,100.0,2,95.786,70.90692117306509,60.850776434015486,93.73508363420996,101,25206571,40.14985524240038,29183.31803962461,28830.116121758736,29530.3576,1,1,228.93,18046.054556154493,8.736294937317084e-05,0.004411828943345127,322.8598791382329,0.004094486683012709,0.004184073734329271,9711.263364053892,0.0003852671338776659
28470,20.0,1.5,97.4501092643674,100.0,3,106.94,61.630761111222405,69.55108583073209,55.52370565656973,96,25206571,40.14985524240038,29166.666789531882,28830.116121758736,29530.3576,1,1,284.7,27744.0461075654,0.00010537407797681771,0.0033719704952581667,461.94464398421763,0.0019502530964724176,0.0037562346329469616,9711.263364053892,0.0003852671338776659
6965,47.3421473253652,1.1537306588638727,26.80961232052806,32.00753887865064,2,63.93,39.23065430494498,95.16473230248658,97.2366011145705,199,13895755,43.447576407426816,29166.666789531882,28830.116121758736,29530.3576,1,1,217.60498445088905,1867.2894981247794,0.0002871500358937545,0.02857142857142857,177.53973578569833,0.013960746750117804,0.009178750897343862,7085.2678637526205,0.0005098872183449276
32668,51.21108557787716,1.5,100.0,100.0,1,115.336,23.05067835009782,91.18337894267012,67.5062629583365,97,13895755,43.447576407426816,29558.70374848851,28830.116121758736,29530.3576,1,1,326.68,32668.0,3.061099546957267e-05,0.002969266560548549,1417.2251030461048,0.0020664339095854203,0.0035305497734786336,7085.2678637526205,0.0005098872183449276
24405,29.84255885002768,1.2371759739366812,82.95172415675621,100.0,2,98.81,72.2123655908284,98.22605992919014,93.10638086327252,110,55529148,38.64434142589853,29166.666789531882,28830.116121758736,28842.780526735834,1,1,244.05,20244.368280456354,8.195041999590248e-05,0.0045072730997746365,337.961508397111,0.00381505350802182,0.004048760499897562,11269.607702679385,0.00020294940780793872
25768,25.49316208594673,1.5,85.81084803490874,100.0,2,101.536,69.5844839834138,79.80586108055897,74.0293288663324,103,55529148,38.64434142589853,29166.666789531882,28830.116121758736,28842.780526735834,1,1,257.68,22111.739321635287,7.76156473144986e-05,0.003997205836696678,370.3124392808902,0.0028729171401091435,0.003940391182862465,11269.607702679385,0.00020294940780793872
34362,46.08703580582908,1.5,100.0,100.0,5,118.724,21.10235737051516,95.23483036795712,93.5921763872616,87,20060010,42.14086635244192,29183.31803962461,28830.116121758736,28842.780526735834,1,1,343.62,34362.0,0.00014550957453000408,0.0025318665968220707,1628.34888049103,0.002723711553089506,0.003455095745300041,7826.446573022493,0.0003901516785396664
12382,45.46436548156149,1.2527254108066672,36.46940495461653,63.25005703099611,0,74.764,64.58917766058005,64.27922555307833,88.05139512510141,202,9023348,43.66178943202065,29166.666789531882,28830.116121758736,28842.780526735834,1,1,195.76266933533543,4515.641721480619,0.0,0.016314004199644645,191.70394249433153,0.007111241731957794,0.0060381198513971895,6218.876407232386,0.0006891983338371063
50214,36.94089992898308,1.5,100.0,100.0,0,150.428,50.75193221233913,73.83532227811827,81.04577588837385,108,52985940,37.53518869277331,29183.31803962461,28830.116121758736,28842.780526735834,1,1,502.14,50214.0,0.0,0.0021507945991157845,989.400754042457,0.001614007565387618,0.0029957382403313815,11896.453957688826,0.00022452095702536987
21131,44.34249738927012,1.273318150642602,69.35472079420164,100.0,1,92.262,41.59709170307728,66.54495284766676,89.74047743749647,106,28857360,39.789691994777506,29166.666789531882,28830.116121758736,28842.780526735834,1,1,211.31,14655.346051022749,4.7323837016705316e-05,0.005016326723770764,507.9922450068009,0.004246863728053403,0.004366191850835266,8597.54520303272,0.0002979324928902963
39110,23.53041371266561,1.5,100.0,100.0,2,128.22,78.87843535718798,76.37336025260171,94.70496018395671,91,25206571,40.14985524240038,29166.666789531882,28830.116121758736,28842.780526735834,1,1,391.1,39110.0,5.113781641523907e-05,0.0023267706468933775,495.8262650989059,0.002421502433749852,0.0032784454103809767,9711.263364053892,0.0003852671338776659
42022,34.7107511582513,1.5,100.0,100.0,5,134.04399999999998,12.276832564387634,96.83391391262748,80.8325157260369,109,25206571,40.14985524240038,29166.666789531882,28830.116121758736,28842.780526735834,1,1,420.22,42022.0,0.00011898529341773356,0.0025938793965065918,3422.8698468932853,0.0019235761202712127,0.0031898529341773353,9711.263364053892,0.0003852671338776659
36384,28.18948342525119,1.5,100.0,100.0,2,122.768,15.071282145619122,75.6997422562674,73.99694173585618,103,55529148,38.64434142589853,29558.70374848851,28830.116121758736,29062.98372093023,1,1,363.84,36384.0,5.496921723834653e-05,0.002830914687774846,2414.127719755814,0.0020337769826257747,0.003374230430958663,11269.607702679385,0.00020294940780793872
11033,44.5228864385802,1.096818006345011,46.5099185320096,51.589955429015134,0,72.066,53.270901402268336,88.09859882176416,77.98243417434571,201,55529148,38.64434142589853,29166.666789531882,28830.116121758736,29062.98372093023,1,1,213.85945981637423,5131.439311636619,0.0,0.018218073053566573,207.1111940961112,0.007068107874045655,0.006531858968548899,11269.607702679385,0.00020294940780793872
16390,34.37367222583899,1.2757859876549065,60.64506731551499,78.9515024424481,0,82.78,17.31974882340802,85.45720998174546,85.32378632434506,78,20060010,42.14086635244192,29183.31803962461,28830.116121758736,29062.98372093023,1,1,207.59579606414118,9939.726533012907,0.0,0.004758999389871873,946.3185735031306,0.005205844193065592,0.005050640634533252,7826.446573022493,0.0003901516785396664
65269,36.975996046924,1.5,100.0,100.0,2,180.538,14.224645879339466,69.88412936040586,57.97723400565942,113,55695194,36.06262878769047,30163.217289719625,28830.116121758736,29062.98372093023,1,1,652.69,65269.0,3.064241829965221e-05,0.0017312966339303498,4588.444630090913,0.0008882813281291183,0.0027660604574913056,14130.779260460964,0.0002537163127658908
17926,66.42270358611864,1.2221454203750524,64.13736889877862,86.91454741331299,3,85.852,57.6159769701904,62.88793635916704,51.532625110290304,92,9023348,43.66178943202065,29053.46064814815,28830.116121758736,29062.98372093023,1,1,206.24855715758136,11497.264748795054,0.00016735468035256051,0.005132210197478523,311.1289774583642,0.0028747420010203227,0.004789244672542676,6218.876407232386,0.0006891983338371063
